city,state_name,lat,lng,population,distance.to.coast_km,total_richness,total_lists,Area_km2,Included_in_analysis
Ione_CA,California,38.3612,-120.9422,6940,83.41597632740869,171,510,6539.652,Yes
Watseka_IL,Illinois,40.7748,-87.7293,4816,780.2994141275553,63,8,6540.573,No
Tulia_TX,Texas,34.5374,-101.7743,4656,639.4146017695746,37,11,6540.679,No
Dyer_TN,Tennessee,36.0711,-88.9923,3102,644.6102206914318,22,3,6548.978,No
Huxley_IA,Iowa,41.8961,-93.5914,4447,1179.935214285334,74,19,6551.387,No
Slaton_TX,Texas,33.4421,-101.6477,5880,572.1881158159914,65,18,6556.377,No
Schuyler_NE,Nebraska,41.4496,-97.062,6149,1224.6767034464312,41,7,6567.052,No
Hallsville_TX,Texas,32.5027,-94.57,4246,301.74677214210027,0,0,6568.85,No
Watkins Glen_NY,New York,42.3801,-76.8673,3514,211.48459831029186,228,1602,6575.836,Yes
Carlyle_IL,Illinois,38.6218,-89.3733,4204,799.3405681918674,232,991,6576.265,Yes
Paxton_IL,Illinois,40.4565,-88.1019,4730,812.887124913401,30,14,6582.258,No
Mauston_WI,Wisconsin,43.7994,-90.0775,4352,925.3238236066767,73,25,6585.383,No
Springville_AL,Alabama,33.7643,-86.4749,2891,406.73750887432016,35,5,6585.757,No
Youngsville_PA,Pennsylvania,41.8524,-79.3167,2787,287.2775287226453,125,39,6587.183,No
Benson_NC,North Carolina,35.3858,-78.5436,3468,97.15090048498027,7,2,6593.115,No
Ely_NV,Nevada,39.2649,-114.8709,4446,594.2661324159501,82,49,6594.761,No
Coeburn_VA,Virginia,36.9451,-82.469,2951,391.2364511240165,79,20,6605.797,No
Morris_MN,Minnesota,45.5861,-95.9046,5132,1301.3486979592444,172,380,6615.673,Yes
Stewartville_MN,Minnesota,43.8602,-92.489,6049,1083.3143652090264,44,12,6617.928,No
Yellow Springs_OH,Ohio,39.7996,-83.8948,3787,499.62158667890117,192,815,6618.283,Yes
Hearne_TX,Texas,30.877,-96.5956,4368,153.39634413119617,67,85,6623.482,Yes
Waldron_AR,Arkansas,34.9007,-94.0944,3103,529.9608376778921,71,83,6629.113,Yes
Pocomoke City_MD,Maryland,38.0637,-75.5554,4243,11.28744273024627,112,105,6639.078,Yes
Kamas_UT,Utah,40.6499,-111.2723,3080,740.240599675286,77,33,6639.668,No
Chattahoochee_FL,Florida,30.6977,-84.834,4754,73.59089517013604,186,582,6642.848,Yes
Ozark_AR,Arkansas,35.4996,-93.8431,3057,591.6423849478398,48,10,6643.157,No
Waterford_CA,California,37.643,-120.7553,9539,49.00770423967464,116,208,6643.866,Yes
Medford_WI,Wisconsin,45.1364,-90.3437,4056,965.0847862717446,61,28,6647.168,No
Raymond_WA,Washington,46.6841,-123.7375,4066,2.8154927623819606,147,120,6652.287,Yes
Millen_GA,Georgia,32.8071,-81.9423,2618,89.7410704760672,26,6,6657.463,No
Warsaw_MO,Missouri,38.247,-93.3709,2556,862.7089661729965,103,30,6664.567,No
Independence_IA,Iowa,42.4621,-91.903,5793,1060.6785813448669,39,15,6672.805,No
Jackson_MN,Minnesota,43.6285,-94.989,3109,1263.102788609139,138,80,6683.607,Yes
Brookshire_TX,Texas,29.7826,-95.9545,4991,77.74986299822413,93,92,6684.224,Yes
Boonville_IN,Indiana,38.0452,-87.2739,6198,678.4609594251477,64,36,6688.113,No
Denver City_TX,Texas,32.968,-102.8319,5337,585.3814992515129,44,11,6702.756,No
Dyersville_IA,Iowa,42.4817,-91.1175,3743,1001.6941838710027,11,13,6708.002,No
Belle Plaine_MN,Minnesota,44.619,-93.7641,6497,1165.4908557910626,10,3,6715.79,No
Mount Pleasant_TN,Tennessee,35.5484,-87.1882,3732,528.392143200797,20,2,6716.251,No
Lander_WY,Wyoming,42.8313,-108.7599,7397,780.514801422116,189,1055,6724.071,Yes
Silver Creek_NY,New York,42.5426,-79.1677,3599,335.165782642262,88,62,6725.765,Yes
Calistoga_CA,California,38.5817,-122.5825,5311,50.57291737974746,128,162,6728.918,Yes
Lawrenceville_VA,Virginia,36.7564,-77.8539,2997,89.50796674868042,60,6,6733.55,No
Rathdrum_ID,Idaho,47.7992,-116.8911,7587,322.1875261986212,32,23,6737.901,No
Imlay City_MI,Michigan,43.0168,-83.0765,3772,514.6700784451428,35,7,6742.345,No
Willows_CA,California,39.5147,-122.1992,7240,116.31615133503871,53,96,6750.529,Yes
Eureka_IL,Illinois,40.7148,-89.2775,5666,898.584108035152,91,83,6754.293,Yes
Red Oak_IA,Iowa,41.0141,-95.2248,5337,1172.5534770954491,34,14,6758.966,No
Heavener_OK,Oklahoma,34.8919,-94.6075,3682,538.5183069073232,99,49,6768.877,No
Akron_NY,New York,43.0179,-78.4978,2966,328.3786066585069,70,13,6779.977,No
Mont Belvieu_TX,Texas,29.8522,-94.8789,5584,8.695127941819349,41,17,6785.033,No
Alva_OK,Oklahoma,36.8011,-98.6679,5818,786.5757201662262,123,119,6804.489,Yes
Mifflinburg_PA,Pennsylvania,40.9202,-77.0463,4339,142.103542781546,48,6,6826.984,No
Huntingburg_IN,Indiana,38.3009,-86.9625,5566,685.6024734001106,61,14,6835.353,No
Ladysmith_WI,Wisconsin,45.4607,-91.0971,3216,1014.2454352926067,105,63,6841.314,Yes
Rockford_MN,Minnesota,45.0922,-93.745,4662,1164.6665884376853,68,7,6842.553,No
Colorado City_TX,Texas,32.3994,-100.8582,5740,461.80853408254416,119,51,6843.015,Yes
Manchester_IA,Iowa,42.4854,-91.4556,4910,1026.7244248331583,0,0,6844.884,No
Belfast_ME,Maine,44.428,-69.0325,3347,3.401224709023478,196,1409,6847.382,Yes
Montrose_MN,Minnesota,45.0665,-93.9202,4870,1175.5715433868472,117,46,6848.712,No
Grand Saline_TX,Texas,32.6774,-95.7113,3248,313.7135015372969,123,62,6849.023,Yes
Belle Fourche_SD,South Dakota,44.6635,-103.8562,5297,1117.1237422906975,54,21,6854.886,No
Richfield_UT,Utah,38.7628,-112.0927,7507,766.4586781858188,34,14,6856.553,No
North Manchester_IN,Indiana,41.0044,-85.775,5829,624.7412214952103,79,33,6860.107,No
Houston_MS,Mississippi,33.8963,-89.0032,2487,376.2009856840697,0,0,6863.414,No
Perry_OK,Oklahoma,36.2849,-97.3079,4946,731.1243049530757,13,2,6866.229,No
Castle Dale_UT,Utah,39.2218,-111.023,2712,819.6846931497188,17,5,6869.869,No
Whitesboro_TX,Texas,33.6612,-96.9022,4147,431.4938166909108,16,2,6870.461,No
Forest City_IA,Iowa,43.257,-93.6364,3834,1172.24164910581,134,92,6877.519,Yes
Wapato_WA,Washington,46.4435,-120.4213,7723,108.87431474314788,33,7,6887.275,No
Algona_IA,Iowa,43.0743,-94.2302,5296,1220.3271184618636,45,6,6887.318,No
Wheatland_WY,Wyoming,42.0516,-104.9595,3563,1020.0161958877052,51,42,6891.62,No
Eldon_MO,Missouri,38.3511,-92.5767,4630,875.8817739750907,104,99,6893.328,Yes
Jim Thorpe_PA,Pennsylvania,40.8712,-75.7433,5390,95.85776577620683,83,94,6895.108,Yes
Washington_IA,Iowa,41.2982,-91.6928,6771,1071.9416501427618,30,4,6899.773,No
Seward_NE,Nebraska,40.9096,-97.0961,6879,1169.5881766260661,110,60,6903.009,Yes
McGehee_AR,Arkansas,33.628,-91.3956,3592,364.93863398064536,3,1,6905.773,No
Church Point_LA,Louisiana,30.4037,-92.2145,4523,66.23461067571887,0,0,6905.877,No
Connell_WA,Washington,46.6627,-118.8403,5243,182.1432816360235,44,8,6919.208,No
Westville_IN,Indiana,41.5381,-86.9054,5650,703.7976384540373,82,35,6935.677,No
Goodland_KS,Kansas,39.349,-101.7143,4504,1077.5100079656872,69,119,6948.696,Yes
Baltimore_OH,Ohio,39.8459,-82.6048,3511,396.2023135777492,0,0,6950.431,No
Annandale_MN,Minnesota,45.26,-94.1203,3350,1188.7513281811111,42,6,6952.1,No
Stanwood_WA,Washington,48.245,-122.3427,7073,2.386458233316032,175,553,6958.161,Yes
Pinckneyville_IL,Illinois,38.0851,-89.3718,5425,766.6740356443386,29,6,6960.056,No
Fillmore_CA,California,34.3989,-118.9181,15692,41.263001690451375,111,300,6966.246,Yes
Masontown_PA,Pennsylvania,39.8489,-79.9081,4334,206.36941728689504,34,11,6968.906,No
Columbiana_AL,Alabama,33.1932,-86.6118,2857,329.66694979702356,40,15,6969.348,No
Redwood Falls_MN,Minnesota,44.547,-95.1034,4732,1255.7350830513724,85,40,6995.378,No
Childress_TX,Texas,34.4293,-100.2516,4699,574.9101015341884,100,41,7010.846,No
Plattsmouth_NE,Nebraska,41.0053,-95.8943,6573,1171.8981456916326,56,94,7011.8,Yes
Ely_MN,Minnesota,47.9056,-91.8503,3389,1132.498349773842,139,136,7012.952,Yes
Pittsfield_IL,Illinois,39.62,-90.7936,4444,923.1683343176703,57,7,7013.799,No
Bayard_NM,New Mexico,32.7584,-108.1337,4136,583.0885210455187,29,12,7015.986,No
Paris_AR,Arkansas,35.2897,-93.723,3073,567.8196694867382,26,12,7019.464,No
Genoa_OH,Ohio,41.52,-83.3616,3049,467.4317265046367,29,27,7026.985,No
Denmark_SC,South Carolina,33.3152,-81.1366,3226,88.46354018395203,4,1,7029.373,No
Gladwin_MI,Michigan,43.9836,-84.4877,2876,628.3366701631571,59,29,7033.128,No
Genoa_IL,Illinois,42.0924,-88.6966,6414,829.5453881713383,160,69,7035.14,Yes
Hondo_TX,Texas,29.3532,-99.1621,6772,184.25265622241594,62,30,7038.366,No
Bushnell_FL,Florida,28.6852,-82.1166,4439,44.512532109995036,95,44,7042.316,No
Wellington_CO,Colorado,40.7,-105.0059,8428,1041.413642285967,64,53,7044.892,Yes
Glencoe_MN,Minnesota,44.7702,-94.1494,5408,1190.3160051904201,19,5,7045.961,No
Weston_WV,West Virginia,39.0391,-80.4617,4994,239.994702949406,138,160,7049.383,Yes
Arcadia_LA,Louisiana,32.5506,-92.9218,2850,281.3021254320321,30,4,7054.368,No
Larned_KS,Kansas,38.183,-99.1011,4582,944.2757833240187,82,48,7055.356,No
Winchester_IN,Indiana,40.172,-84.9765,4791,577.131038058079,33,3,7057.891,No
Edgefield_SC,South Carolina,33.7871,-81.9292,4563,147.6154077451446,19,4,7071.177,No
Moscow_PA,Pennsylvania,41.3417,-75.5316,2701,104.56492607015355,67,20,7071.422,No
Crooksville_OH,Ohio,39.769,-82.0956,4794,357.6412012234699,50,8,7071.897,No
Mountain Grove_MO,Missouri,37.1341,-92.266,4509,736.5307372032457,31,3,7074.127,No
Tappahannock_VA,Virginia,37.9185,-76.8665,2545,2.555418242163856,139,167,7075.145,Yes
Mount Orab_OH,Ohio,39.0295,-83.9268,2933,509.8614110215616,28,4,7087.68,No
Poolesville_MD,Maryland,39.1423,-77.4102,4909,31.003506679373526,134,174,7091.088,Yes
Greenfield_CA,California,36.3232,-121.245,17557,43.544350844035655,24,3,7105.108,No
Graceville_FL,Florida,30.9609,-85.5125,3920,83.60118062084791,11,3,7110.069,No
Cannon Falls_MN,Minnesota,44.5132,-92.9028,3952,1109.5186640296724,88,59,7112.742,Yes
Brackettville_TX,Texas,29.3181,-100.4109,2838,254.25065567881532,185,155,7113.925,Yes
Frankenmuth_MI,Michigan,43.332,-83.7395,5160,561.690845386315,52,34,7116.003,No
Walkerton_IN,Indiana,41.4656,-86.4824,3201,673.5031924127285,93,14,7117.498,No
Richland Center_WI,Wisconsin,43.3403,-90.3839,4859,942.3882185221267,83,120,7123.153,Yes
Malvern_OH,Ohio,40.6896,-81.1816,2715,311.30901775193996,9,3,7124.499,No
Lake Providence_LA,Louisiana,32.8133,-91.1825,4697,285.05468961351943,73,16,7126.924,No
Towanda_PA,Pennsylvania,41.7707,-76.4472,4480,173.5078071059907,115,158,7130.555,Yes
Boyne City_MI,Michigan,45.2136,-85.0129,3506,720.0284000574947,214,1371,7135.15,Yes
Hayward_WI,Wisconsin,46.0094,-91.4826,2614,1047.7938867573635,107,57,7140.429,Yes
Pratt_KS,Kansas,37.6777,-98.7465,6484,886.94120966911,107,79,7155.825,Yes
Newport_VT,Vermont,44.9375,-72.2088,3776,90.14482807510726,161,301,7161.99,Yes
Grantville_GA,Georgia,33.2371,-84.8293,2707,297.98789703028115,28,1,7180.947,No
Cold Spring_NY,New York,41.4191,-73.9545,3169,13.329235634052008,124,150,7186.442,Yes
New Richmond_OH,Ohio,38.9619,-84.2779,2916,539.2376555022869,85,26,7189.377,No
Lamar_MO,Missouri,37.4944,-94.2785,4303,792.0161276637366,55,8,7192.318,No
Oberlin_OH,Ohio,41.2857,-82.2197,8009,392.92077732163773,181,1160,7192.631,Yes
Royston_GA,Georgia,34.2859,-83.1097,2979,229.65882611454145,20,5,7209.176,No
Crewe_VA,Virginia,37.1812,-78.1307,4118,83.48546967374588,118,160,7211.272,Yes
Salem_NJ,New Jersey,39.568,-75.4723,5366,3.2552375863216296,95,53,7211.794,Yes
Potosi_MO,Missouri,37.9337,-90.775,4887,834.6327305528001,41,15,7216.845,No
Ellsworth_ME,Maine,44.5847,-68.4875,7911,10.192153039908783,138,524,7225.146,Yes
Corinth_NY,New York,43.2456,-73.8311,3872,195.3652139606652,77,29,7225.963,No
Bamberg_SC,South Carolina,33.2995,-81.0323,3235,85.58043794245121,7,2,7238.006,No
Apalachicola_FL,Florida,29.7282,-84.994,3850,0.45101165067486193,218,885,7242.675,Yes
Edinboro_PA,Pennsylvania,41.8762,-80.1246,7035,319.7717589824093,128,296,7244.005,Yes
Raymond_MS,Mississippi,32.2609,-90.4083,3649,214.8846142161896,52,5,7252.872,No
Cynthiana_KY,Kentucky,38.3855,-84.2995,6402,557.9270179514165,29,4,7257.722,No
Hamburg_AR,Arkansas,33.225,-91.7973,2615,329.59378160973347,2,1,7265.473,No
Ligonier_PA,Pennsylvania,40.2449,-79.2375,3222,183.01054396631503,114,88,7273.764,Yes
Quartzsite_AZ,Arizona,33.6675,-114.217,3312,262.22847596332787,56,47,7277.862,No
Skaneateles_NY,New York,42.9458,-76.4282,3576,208.91186636777212,199,1136,7278.498,Yes
Caldwell_OH,Ohio,39.7467,-81.5127,5352,313.38040098863473,108,61,7284.507,Yes
Troy_NC,North Carolina,35.3652,-79.8914,3873,173.06373861023593,8,3,7285.911,No
Mendota_IL,Illinois,41.5552,-89.1046,6986,868.2759721299179,122,78,7288.208,Yes
Wills Point_TX,Texas,32.7093,-96.0052,3399,319.5454068431975,85,20,7289.837,No
Collinsville_OK,Oklahoma,36.3725,-95.8596,5039,706.344580323565,44,13,7294.668,No
Clarksville_TX,Texas,33.611,-95.0562,3043,431.7912988686757,52,23,7297.029,No
Fayette_AL,Alabama,33.6943,-87.8307,3270,370.4341977354541,57,12,7298.048,No
Atlantic_IA,Iowa,41.3957,-95.0139,6058,1210.4623049374256,84,56,7301.327,Yes
Maquoketa_IA,Iowa,42.0599,-90.665,5996,976.1908987430993,1,1,7301.374,No
Douglas_MI,Michigan,42.6411,-86.2084,2722,667.9688601253088,260,3318,7327.374,Yes
Mount Horeb_WI,Wisconsin,43.006100000000004,-89.7317,7448,898.2095972079162,120,144,7332.979,Yes
Cashmere_WA,Washington,47.5174,-120.4669,4878,93.65622590004664,179,3089,7336.147,Yes
Columbus_TX,Texas,29.7055,-96.5563,4141,114.66068291616644,122,109,7337.307,Yes
Chetek_WI,Wisconsin,45.3159,-91.6533,2756,1042.7520334999674,99,60,7337.659,Yes
Madison_SD,South Dakota,44.0062,-97.1084,7081,1408.7091315796167,9,4,7344.808,No
Carlinville_IL,Illinois,39.2782,-89.8766,5666,863.6648503442133,20,3,7351.654,No
Clyde_TX,Texas,32.4056,-99.5039,3898,398.7305229116752,43,10,7357.848,No
Grottoes_VA,Virginia,38.2693,-78.8251,4274,132.67745119484556,116,83,7359.488,Yes
Ebensburg_PA,Pennsylvania,40.4884,-78.7264,4643,172.82931027424846,60,20,7359.659,No
Mount Vernon_TX,Texas,33.176,-95.2253,2643,374.8642393222706,63,25,7360.124,No
Alvarado_TX,Texas,32.4068,-97.215,4359,312.91445392451385,112,50,7362.427,Yes
Estacada_OR,Oregon,45.2987,-122.3338,4717,90.39971177974867,90,43,7371.607,No
Polson_MT,Montana,47.6896,-114.143,5070,509.1336405230809,138,290,7372.4,Yes
Oconto_WI,Wisconsin,44.8918,-87.8693,4225,827.07607254818,64,34,7377.688,No
Lula_GA,Georgia,34.3954,-83.6652,2706,263.45591926815376,35,4,7383.192,No
Wellington_OH,Ohio,41.161,-82.2268,4909,388.76032696717164,155,639,7388.13,Yes
Caruthersville_MO,Missouri,36.1814,-89.6664,5442,648.3938527010749,52,30,7391.322,No
Tybee Island_GA,Georgia,32.01,-80.8527,3333,1.1219665693137846,222,1254,7396.322,Yes
Jackson_AL,Alabama,31.5318,-87.8915,2741,106.95794899648583,86,21,7397.576,No
Alma_GA,Georgia,31.5432,-82.4745,3495,83.06473056336345,38,8,7398.738,No
New London_MN,Minnesota,45.2974,-94.9477,3507,1240.894051993508,120,120,7401.841,Yes
Fairfield_IL,Illinois,38.3797,-88.3717,4912,742.5143671772629,2,1,7405.833,No
Elverson_PA,Pennsylvania,40.1559,-75.8304,3955,39.97216784943085,46,34,7411.877,No
Franklinton_LA,Louisiana,30.8479,-90.1459,3436,59.0501076955035,78,26,7414.889,No
Brady_TX,Texas,31.1324,-99.3711,5256,303.7304467769405,124,58,7415.162,Yes
Aberdeen_MS,Mississippi,33.8287,-88.5539,4482,375.5987488692594,56,11,7416.532,No
Christopher_IL,Illinois,37.971,-89.053,4177,744.8160400009259,5,1,7418.8,No
Gilman_IL,Illinois,40.7632,-87.9972,2871,801.634043499953,21,6,7429.12,No
Montevideo_MN,Minnesota,44.9508,-95.7157,5163,1292.9416806490524,91,47,7431.553,No
Albion_PA,Pennsylvania,41.8904,-80.3641,4420,330.5118011882752,7,1,7434.016,No
Rensselaer_IN,Indiana,40.9381,-87.1683,6091,732.1307056702974,68,11,7434.502,No
Yoakum_TX,Texas,29.2933,-97.1469,5820,67.9944176903989,29,3,7441.672,No
Libby_MT,Montana,48.3874,-115.5559,4053,454.1162318816758,70,20,7445.566,No
Paola_KS,Kansas,38.5783,-94.8626,5366,908.6420890008256,28,10,7447.628,No
Monterey_TN,Tennessee,36.1449,-85.2643,3029,457.69927655452267,44,7,7449.45,No
Boardman_OR,Oregon,45.8372,-119.6957,3531,163.86451912574907,136,157,7455.024,Yes
White Pine_TN,Tennessee,36.1092,-83.2958,3152,375.99712202409074,12,2,7456.197,No
Estherville_IA,Iowa,43.3998,-94.8343,5785,1257.0736447524607,122,44,7461.183,No
Beardstown_IL,Illinois,39.9996,-90.4181,6031,934.6555424177312,123,45,7464.881,No
Harrington_DE,Delaware,38.9243,-75.5705,4594,22.51432602462448,43,40,7476.707,No
Carthage_TN,Tennessee,36.2565,-85.9432,3253,493.4846205495361,36,6,7483.972,No
Mannford_OK,Oklahoma,36.1298,-96.3353,3047,694.2115239584933,54,8,7492.06,No
Magee_MS,Mississippi,31.873,-89.734,4081,162.40968184587393,11,3,7494.053,No
Giddings_TX,Texas,30.1833,-96.9289,5268,155.2310434446053,66,52,7497.568,Yes
Montgomery_PA,Pennsylvania,41.1709,-76.874,6306,153.6363699945019,119,124,7498.206,Yes
Florence_AZ,Arizona,33.0631,-111.4272,16744,352.76526343014234,48,24,7499.417,No
Ephrata_WA,Washington,47.3119,-119.5342,7289,147.5977179113145,174,789,7514.76,Yes
Blanchester_OH,Ohio,39.2934,-83.9797,4197,510.60343633271793,10,2,7540.753,No
Newton_MS,Mississippi,32.3296,-89.1534,2762,185.96640783060687,3,1,7545.422,No
Ahoskie_NC,North Carolina,36.2842,-76.9899,4893,18.70611796061002,21,5,7548.519,No
Hardeeville_SC,South Carolina,32.2949,-81.0324,5731,19.454129981886368,69,55,7548.808,Yes
Iowa Park_TX,Texas,33.9623,-98.6819,6292,495.801619545281,82,45,7556.077,No
Mount Vernon_MO,Missouri,37.1055,-93.8196,4537,746.1753682383701,93,20,7560.394,No
Mascoutah_IL,Illinois,38.5191,-89.8045,7840,812.1814899297816,69,18,7560.734,No
Pine Grove_PA,Pennsylvania,40.5534,-76.386,3338,90.04737166210698,108,115,7569.926,Yes
Luling_TX,Texas,29.6817,-97.6466,5843,118.73330871139007,133,91,7574.299,Yes
Camdenton_MO,Missouri,38.0121,-92.75,3854,836.0866113597135,23,4,7577.532,No
Trenton_GA,Georgia,34.8741,-85.5096,2793,395.77529244525124,47,19,7579.852,No
Lisbon_OH,Ohio,40.7752,-80.7628,5492,289.44231833573303,98,34,7595.218,No
Quincy_WA,Washington,47.2342,-119.8512,7644,125.52981810978412,26,8,7600.514,No
Manchester_MD,Maryland,39.6585,-76.8881,5330,39.45099241480665,113,94,7606.361,Yes
Brookfield_MO,Missouri,39.7853,-93.0772,4056,1039.0089082144855,9,2,7607.997,No
Tuscola_IL,Illinois,39.7978,-88.2759,4695,830.739822696292,29,11,7620.45,No
Albion_NY,New York,43.246,-78.1902,8044,313.2189383118848,39,11,7638.316,No
Orange_VA,Virginia,38.2484,-78.1125,5179,72.95187958592352,46,28,7655.444,No
Portland_IN,Indiana,40.4377,-84.9835,5946,572.0587105808403,17,5,7668.853,No
Donalsonville_GA,Georgia,31.0404,-84.8792,2731,110.03388957741312,41,12,7672.743,No
Brooklyn_MI,Michigan,42.1057,-84.249,2740,537.1025223257323,74,52,7677.054,Yes
Waterbury_VT,Vermont,44.3429,-72.7429,3092,107.35299718322976,158,699,7678.81,Yes
Delano_MN,Minnesota,45.0377,-93.7918,5734,1167.4009918417262,31,5,7679.429,No
Savannah_MO,Missouri,39.939,-94.8279,5209,1052.795892229274,13,2,7681.655,No
Rush City_MN,Minnesota,45.6876,-92.9658,2933,1124.2774447662523,101,15,7690.424,No
Honea Path_SC,South Carolina,34.4476,-82.3947,3650,223.3633187479418,8,2,7692.095,No
Cokato_MN,Minnesota,45.077,-94.1879,4301,1192.5305089234419,108,72,7697.521,Yes
Mitchell_IN,Indiana,38.7364,-86.4746,4090,685.4770585333864,65,28,7711.921,No
Shelbyville_IL,Illinois,39.4095,-88.7992,4843,835.9535761649506,84,18,7712.428,No
Glennville_GA,Georgia,31.9382,-81.9305,4514,54.72816529951014,98,59,7716.095,Yes
Tucumcari_NM,New Mexico,35.1701,-103.7043,4900,769.1938952124173,97,251,7719.015,Yes
Preston_ID,Idaho,42.0987,-111.8788,4447,646.9777887381726,7,1,7753.557,No
Quitman_GA,Georgia,30.7849,-83.5603,3805,109.49763653217556,82,62,7755.904,Yes
Willard_OH,Ohio,41.0519,-82.7233,6131,415.714072537066,0,0,7762.828,No
Colby_KS,Kansas,39.3852,-101.0455,5494,1078.554720339168,101,73,7763.957,Yes
Macon_MO,Missouri,39.7424,-92.4712,4928,1006.3877272098586,41,10,7767.196,No
Andrews_SC,South Carolina,33.4494,-79.566,3951,23.06076949597678,6,1,7781.114,No
Sanger_TX,Texas,33.3736,-97.1697,6900,407.3158987239713,17,2,7781.201,No
Mountain City_TN,Tennessee,36.4695,-81.805,2603,329.3615142816535,93,39,7788.589,No
Diboll_TX,Texas,31.1881,-94.783,5015,141.53343939390467,61,8,7788.916,No
Morganfield_KY,Kentucky,37.6869,-87.8884,5618,674.5707100156467,0,0,7791.197,No
New Carlisle_IN,Indiana,41.7018,-86.4917,3670,673.7363893212371,81,29,7798.87,No
Pawhuska_OK,Oklahoma,36.6687,-96.3312,3515,743.850627430799,54,13,7807.316,No
Williston_FL,Florida,29.3736,-82.4576,3235,47.0145283113821,67,27,7807.318,No
Gillespie_IL,Illinois,39.1258,-89.8173,5167,850.9639130000303,20,2,7807.607,No
Metter_GA,Georgia,32.3959,-82.0625,3585,83.00046180883784,119,125,7812.901,Yes
Dumas_AR,Arkansas,33.8848,-91.4864,4578,389.7546388586316,10,2,7828.354,No
Cle Elum_WA,Washington,47.1937,-120.9575,3685,75.80870307284927,177,1278,7833.394,Yes
Piedmont_AL,Alabama,33.9267,-85.6157,3507,373.02247229912024,16,1,7845.166,No
Seminole_TX,Texas,32.7215,-102.6504,7648,561.304353501831,57,20,7866.708,No
Caldwell_TX,Texas,30.5307,-96.7007,4229,141.2936901102991,95,37,7878.914,No
Lebanon_VA,Virginia,36.8992,-82.0783,3237,373.611491316624,72,29,7889.942,No
Iola_KS,Kansas,37.9275,-95.4006,5477,854.8522714796579,67,19,7890.895,No
Everson_WA,Washington,48.9124,-122.3509,4596,22.90596919515978,111,281,7900.532,Yes
Ramseur_NC,North Carolina,35.7373,-79.6543,2982,182.48773518761465,98,38,7901.592,No
Avenal_CA,California,36.0312,-120.116,12451,116.23804624737835,80,73,7912.976,Yes
Cambridge City_IN,Indiana,39.8125,-85.1703,3590,597.3421033791773,38,11,7919.879,No
Geneseo_IL,Illinois,41.4508,-90.154,6471,952.2622466249036,139,792,7920.751,Yes
Summersville_WV,West Virginia,38.2865,-80.841,3238,275.2374272955619,67,38,7928.539,No
Venus_TX,Texas,32.4311,-97.102,4141,314.0200258529342,12,3,7930.264,No
Brazoria_TX,Texas,29.0454,-95.5668,3975,20.64513283545336,52,5,7931.153,No
Dodgeville_WI,Wisconsin,42.9653,-90.1304,4814,925.6172400001639,70,70,7932.702,Yes
Edenton_NC,North Carolina,36.058,-76.6009,4639,1.7611789653808936,98,72,7935.629,Yes
Gautier_MS,Mississippi,30.4106,-88.6568,18471,4.457647206576774,157,284,7940.762,Yes
Pocahontas_AR,Arkansas,36.2636,-90.9698,5731,639.9866120801239,31,6,7941.878,No
Sauk Centre_MN,Minnesota,45.7374,-94.9526,4300,1242.148344821358,125,156,7945.693,Yes
Upper Sandusky_OH,Ohio,40.8301,-83.2719,6002,445.52422269986164,183,390,7951.58,Yes
Eloy_AZ,Arizona,32.7464,-111.5994,17442,300.7646041207351,38,22,7957.279,No
Blakely_GA,Georgia,31.3827,-84.9228,3477,148.8960831735455,82,103,7958.937,Yes
Red Springs_NC,North Carolina,34.8047,-79.1822,4174,101.86995109393932,5,1,7967.14,No
Evansville_WI,Wisconsin,42.7781,-89.2967,5954,868.577289526146,126,59,7971.61,Yes
Weston Lakes_TX,Texas,29.6627,-95.9353,4021,70.31379645946939,117,280,7972.898,Yes
Tomahawk_WI,Wisconsin,45.4746,-89.7229,2757,940.6478225237868,177,498,7975.888,Yes
Cheney_WA,Washington,47.49,-117.5789,12213,274.0711604336444,87,189,7999.708,Yes
Humboldt_IA,Iowa,42.7232,-94.2245,5095,1229.600642039156,49,6,8002.063,No
Cameron_TX,Texas,30.8607,-96.9769,5402,172.94891397020336,95,39,8017.552,No
Ridgway_PA,Pennsylvania,41.4269,-78.7297,4148,235.43332987540046,40,12,8018.907,No
Sealy_TX,Texas,29.7684,-96.1615,5997,89.55142439576899,86,59,8023.406,Yes
Kutztown_PA,Pennsylvania,40.5213,-75.7773,10011,65.33308679509591,122,128,8024.433,Yes
Vassar_MI,Michigan,43.372,-83.5769,3574,555.8093895810554,22,5,8025.299,No
Jasper_TN,Tennessee,35.0675,-85.6244,3363,410.47716549191324,61,19,8034.351,No
Horseshoe Bay_TX,Texas,30.5406,-98.3785,3381,220.2002197025987,109,62,8034.473,Yes
Rusk_TX,Texas,31.7978,-95.1491,4709,211.93886751717648,67,15,8040.26,No
Moundville_AL,Alabama,32.997,-87.6272,2588,287.2243047109998,84,20,8051.131,No
Darien_GA,Georgia,31.3568,-81.4314,3439,0.36738972699714273,121,160,8072.947,Yes
Bisbee_AZ,Arizona,31.4126,-109.9179,5189,303.25921895828134,147,407,8082.258,Yes
Malden_MO,Missouri,36.5873,-89.9825,4363,693.7855744891211,5,1,8087.351,No
Quitman_TX,Texas,32.7951,-95.4443,2551,327.165636909874,32,7,8113.239,No
Homer_LA,Louisiana,32.793,-93.0582,2777,305.92048570064566,151,173,8118.989,Yes
